plate_deck_loc,well,sample_id,name,volume,composition,recipe,order_mixing
10,D9,45,PEG1NH310,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 22.5, 'NH4OH': 10.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 65.625, 'NH4OH': 1.75, 'NaHCO3': 0.0, 'water': 63.875}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
10,D10,46,BNH310,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 10.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 1.75, 'NaHCO3': 0.0, 'water': 129.5}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
10,D11,47,PEG2NH310,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 10.0, 'NH4OH': 10.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 29.166666666666668, 'NH4OH': 1.75, 'NaHCO3': 0.0, 'water': 100.33333333333333}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
10,D12,48,BNH310,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 10.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 1.75, 'NaHCO3': 0.0, 'water': 129.5}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
10,E1,49,PEG5NH310,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 40.0, 'NH4OH': 10.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 116.66666666666667, 'NH4OH': 1.75, 'NaHCO3': 0.0, 'water': 12.833333333333314}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
10,E2,50,BNH310,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 10.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 1.75, 'NaHCO3': 0.0, 'water': 129.5}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
10,E3,51,BNH330,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 30.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 5.25, 'NaHCO3': 0.0, 'water': 126.0}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
10,E4,52,PEG1NH330,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 22.5, 'NH4OH': 30.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 65.625, 'NH4OH': 5.25, 'NaHCO3': 0.0, 'water': 60.375}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
10,E5,53,BNH330,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 30.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 0.0, 'NH4OH': 5.25, 'NaHCO3': 0.0, 'water': 126.0}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
10,E6,54,PEG2NH330,175,"{'KCl': 200.0, 'KP': 100.0, 'BSA': 0.0, 'PEG': 10.0, 'NH4OH': 30.0, 'NaHCO3': 0.0, 'water': 0}","{'KCl': 8.75, 'KP': 35.0, 'BSA': 0.0, 'PEG': 29.166666666666668, 'NH4OH': 5.25, 'NaHCO3': 0.0, 'water': 96.83333333333333}","['water', 'KCl', 'KP', 'NH4OH', 'NaHCO3', 'BSA', 'PEG']"
